##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;§A = 0,64,0;;;;;;;;;;X
##;§B = 0,0,192;;;;;;;;;;X
##;§C = 128,0,0;;;;;;;;;;X
##;§D = 255,255,0;;;;;;;;;;X
##;§E = 255,0,255;;;;;;;;;;X
##;§F = 255,128,0;;;;;;;;;;X
##;§G = 0,100,0;;;;;;;;;;X
##;§H = 128,128, 128;;;;;;;;;;X
##;§I = 0,0,255;;;;;;;;;;X
##;§J = 0,192,0;;;;;;;;;;X
##;§M = 100,255,100;;;;;;;;;;X
##;§N = 255,100,100;;;;;;;;;;X
##;§R = 240,0,0;;;;;;;;;;X
##;§W = 255,255,255;;;;;;;;;;X
##;§Y = 208,232,248;;;;;;;;;;X
##;§Z = 0,0,0;;;;;;;;;;X
##;§§ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
NAME_SS_INFANTRY;Waffen-SS Infantry;Waffen-SS Infanterie;;;Waffen-SS Infanterie;;;;;;X
9300067desc;As a leader of a small unit in the First World War, Rommel proved himself an aggressive and versatile commander, with a reputation for using the battleground terrain to his own advantage, for gathering intelligence, and for seeking out and exploiting enemy weaknesses. In 'Infantry Attacks', Rommel analyzes the tactics that lay behind his success. He graphically describes his own achievements, and those of his units, in the swift-moving battles on the Western Front, in the ensuing trench warfare, in the 1917 campaign in Romania, and in the pursuit across the Tagliamento and Piave rivers.  First published in 1937, it quickly became a highly regarded military textbook and also brought its author to the attention of Adolf Hitler. Rommel was to subsequently advance through the ranks to the high command in World War II.;As a leader of a small unit in the First World War, Rommel proved himself an aggressive and versatile commander, with a reputation for using the battleground terrain to his own advantage, for gathering intelligence, and for seeking out and exploiting enemy weaknesses. In 'Infantry Attacks', Rommel analyzes the tactics that lay behind his success. He graphically describes his own achievements, and those of his units, in the swift-moving battles on the Western Front, in the ensuing trench warfare, in the 1917 campaign in Romania, and in the pursuit across the Tagliamento and Piave rivers.  First published in 1937, it quickly became a highly regarded military textbook and also brought its author to the attention of Adolf Hitler. Rommel was to subsequently advance through the ranks to the high command in World War II.;;;Der im Zweiten Weltkrieg als 'Wüstenfuchs' bekannt gewordene Erwin Rommel wurde am 15. November 1891 in Heidenheim an der Brenz geboren. Nachdem er sich für die Militärlaufbahn entschieden hatte, trat er 1910 als Fahnenjunker in das Infanterie-Regiment 'König Wilhelm I.' (6. Württembergisches) ein. 1912 zum Leutnant befördert, kämpfte er mit Beginn des Ersten Weltkriegs an der Westfront. Ab Oktober 1915 war Rommel, inzwischen zum Oberleutnant befördert, Kompanieführer beim Württembergischen Gebirgsbataillon. Ende 1917 wurde das Bataillon an die Isonzo-Front verlegt und nahm am Gebirgskrieg teil. Im Januar 1918 wurde Rommel als Ordonnanzoffizier in den Stab des Württtembergischen Generalkommandos z.b.V. 64 versetzt und erlebte dort das Kriegsende. Für seinen Einsatz im Ersten Weltkrieg wurde Erwin Rommel mit dem Eisernen Kreuz zweiter und erster Klasse ausgezeichnet, sowie mit dem Orden Pour le Mérite. 1937 erscheint Erwin Rommels Buch 'Infanterie greift an', in dem er ausführlich über seine Einsätze und Erfahrungen aus dem Ersten Weltkrieg berichtet.;;;;;;X
9300068name;Guderian's 'Achtung Panzer';Guderian's 'Achtung Panzer';;;Guderians 'Achtung Panzer';;;;;;X
9300068desc;'Achtung – Panzer!' by Heinz Guderian is a seminal work on the application of motorized warfare. First published in 1937, it argues for the use of tanks and motorized support vehicles in mobile warfare, later known as Blitzkrieg tactics. The ideas presented in the book heavily influenced the military actions of Germany during the war. The first half of the book focuses on the advent of postitional or 'trench warfare' in the Great War, and the subsequent development of the first tanks. Guderian describes the numerous technological and tactical developments regarding tanks, through the Great War and in the inter-war years. He discusses the effects of the Treaty of Versailles upon the German armed forces before detailing the recovery from the setbacks the Treaty caused in terms of development of mechanised forces. He then goes onto describe his beliefs about the future application of tanks in warfare and their relationship with the other arms.;'Achtung – Panzer!' by Heinz Guderian is a seminal work on the application of motorized warfare. First published in 1937, it argues for the use of tanks and motorized support vehicles in mobile warfare, later known as Blitzkrieg tactics. The ideas presented in the book heavily influenced the military actions of Germany during the war. The first half of the book focuses on the advent of postitional or 'trench warfare' in the Great War, and the subsequent development of the first tanks. Guderian describes the numerous technological and tactical developments regarding tanks, through the Great War and in the inter-war years. He discusses the effects of the Treaty of Versailles upon the German armed forces before detailing the recovery from the setbacks the Treaty caused in terms of development of mechanised forces. He then goes onto describe his beliefs about the future application of tanks in warfare and their relationship with the other arms.;;;Achtung - Panzer!' von Heinz Guderian ist ein Werk über die Anwendung der motorisierten Kriegsführung. Das Buch wurde erstmals im Jahr 1937 veröffentlicht, um für die Anwendung von motorisierten Unterstützungsfahrzeugen und für Panzern in der mobilen Kriegsführung, später bekannt als Blitzkriegtaktik, zu befürworten. Die Ideen, die im Buch präsentiert wurden beeinflussten sehr die militärischen Aktionen Deutschlands während des Krieges. Die erste Hälfte des Buches befasste sich mit der Kriegsführung im Ersten Weltkrieg und die konsequente Entwicklung von frühen Panzern.  In der zweiten Hälfte des Buches schrieb Guderian die vielen technologischen und taktischen Entwicklungen bezüglich Panzern während des Ersten Weltkrieges und der Zwischenkriegszeit.;;;;;;X
9300069name;Mechelen incident;Mechelen incident;;;Mechelen-Zwischenfall;;;;;;X
9300069desc;On January 10th 1940, a German aircraft with an officer on-board carrying the plans for Fall Gelb, the German attack on the Low Countries, crash-landed in neutral Belgium near Vucht, in the modern-day municipality of Maasmechelen. This prompted an immediate crisis in the Low Countries and amidst the French and British authorities, whom the Belgians notified of their discovery. However the crisis abated relatively quickly once the dates mentioned in the plans passed without incident. It has been argued that the incident led to a major change in the German attack plan. The adoption of the revised Fall Gelb by the Germans, while the Allies were still expecting Hitler to go ahead with the captured version meant that the Germans could set a trap. There would still be an attack made on central Belgium but this would merely be a diversion to pull as many troops as possible to the north while the main German attack fell on the Ardennes, and would then cross the Meuse between Sedan and the area north of Dinant, to penetrate as far as the Channel coast. In doing so the armies in Belgium would be cut off from their supplies and forced to surrender. ;On January 10th 1940, a German aircraft with an officer on-board carrying the plans for Fall Gelb, the German attack on the Low Countries, crash-landed in neutral Belgium near Vucht, in the modern-day municipality of Maasmechelen. This prompted an immediate crisis in the Low Countries and amidst the French and British authorities, whom the Belgians notified of their discovery. However the crisis abated relatively quickly once the dates mentioned in the plans passed without incident. It has been argued that the incident led to a major change in the German attack plan. The adoption of the revised Fall Gelb by the Germans, while the Allies were still expecting Hitler to go ahead with the captured version meant that the Germans could set a trap. There would still be an attack made on central Belgium but this would merely be a diversion to pull as many troops as possible to the north while the main German attack fell on the Ardennes, and would then cross the Meuse between Sedan and the area north of Dinant, to penetrate as far as the Channel coast. In doing so the armies in Belgium would be cut off from their supplies and forced to surrender. ;;;Am 10. Januar hatte Adolf Hitler ein neues Datum für die Offensive („Fall Gelb“) festgelegt: Sie sollte am 17. Januar, 15 Minuten vor Sonnenaufgang beginnen. Der Pilot Hönmanns kam mit seiner Messerschmitt Bf 108 wegen schlechter Sicht vom Kurs ab und geriet über belgisches Gebiet, wo er notlanden musste. Sein Begleiter, Major Rheinberger, hatte die Operationspläne befehlswidrig mit sich geführt. Es gelang ihm weder kurz nach Landung, bevor er von belgischen Soldaten festgenommen wurde, noch während des späteren Verhörs, die Papiere vollständig zu vernichten. Zunächst versagte das Feuerzeug und später, als er die Tasche schon in einen Ofen gesteckt hatte, eilte ein Soldat herbei und konnte einen wichtigen Teil der Unterlagen retten. Von der deutschen Botschaft in Brüssel aus unterrichtete Reinberger den Luftwaffenstab dennoch, er hätte die Unterlagen „zu unbrauchbaren Schnitzeln von Handtellergröße“ zerrissen.;;;;;;X
9300070name;\n \n \n \nBremen Wins Blue Riband;\n \n \n \nBremen Wins Blue Riband;;;\n \n \n \nBremen gewinnt das Blaue Band;;;;;;X
9300070desc;The Bremen was designed to have a cruising speed of 27.5 knots, allowing a crossing time of 5 days. In 1933, she was to have made her maiden transatlantic crossing in the company of her sister Europa, but Europa suffered a serious fire during fitting-out, so Bremen crossed solo, departing Bremerhaven for New York City under the command of Commodore Leopold Ziegenbein on 16 July 1929. She arrived four days, 17 hours, and 42 minutes later, capturing the westbound Blue Riband from the Mauretania with an average speed of 27.83 knots (51.54 km/h). This voyage also marked the first time mail was carried by a ship-launched plane for delivery before the ship's arrival. A Heinkel HE 12, piloted by Jobst von Studnitz, was launched a few hours before arrival in New York with a number of mailbags. On her next voyage Bremen took the eastbound Blue Riband with a time of 4 day 14 hours and 30 minutes and an average speed of 27.91 knots (51.69 km/h). This was the first time a liner had broken two records on her first two voyages. The Bremen lost the westbound and the eastbound Blue Riband to French SS Normandie in 1935.;The Bremen was designed to have a cruising speed of 27.5 knots, allowing a crossing time of 5 days. In 1933, she was to have made her maiden transatlantic crossing in the company of her sister Europa, but Europa suffered a serious fire during fitting-out, so Bremen crossed solo, departing Bremerhaven for New York City under the command of Commodore Leopold Ziegenbein on 16 July 1929. She arrived four days, 17 hours, and 42 minutes later, capturing the westbound Blue Riband from the Mauretania with an average speed of 27.83 knots (51.54 km/h). This voyage also marked the first time mail was carried by a ship-launched plane for delivery before the ship's arrival. A Heinkel HE 12, piloted by Jobst von Studnitz, was launched a few hours before arrival in New York with a number of mailbags. On her next voyage Bremen took the eastbound Blue Riband with a time of 4 day 14 hours and 30 minutes and an average speed of 27.91 knots (51.69 km/h). This was the first time a liner had broken two records on her first two voyages. The Bremen lost the westbound and the eastbound Blue Riband to French SS Normandie in 1935.;;;Die Bremen wurde am 18. Juni 1927 auf der Deschimag-Werft AG „Weser“ in Bremen auf Kiel gelegt. Am 16. August 1928 wurde das Schiff von Reichspräsident Paul von Hindenburg getauft und lief vom Stapel. Die Innenausstattung wurde teilweise von namhaften Architekten entworfen, z. B. stammte der größte Teil der 1. Klasse von Fritz August Breuhaus de Groot. Am 12. Juni 1929 begannen die Probefahrten und schon auf der Probefahrt am 27. Juni 1929 erreichte die Bremen eine maximale Geschwindigkeit von 28,8 Knoten. Nach Abschluss der Probefahrten wurde sie am 5. Juli 1929 an den Norddeutschen Lloyd (NDL) übergeben und startete am 16. Juli 1929 ihre Jungfernfahrt von Bremerhaven nach New York. Insgesamt kostete der Bau der Bremen ca. 65 Mio. Reichsmark. Bereits bei ihrer Jungfernfahrt errang die Bremen unter dem Kommando von Kommodore Leopold Ziegenbein am 22. Juli 1929[1] mit einer Überfahrt von 4 Tagen, 17 Stunden und 42 Minuten mit einer Geschwindigkeit von 27,83 kn das Blaue Band, das 20 Jahre lang von der RMS Mauretania gehalten worden war. Auf der Rückfahrt erreichte die TS Bremen sogar eine Geschwindigkeit von 27,91 kn. Im Jahr 1933 gelang es ihr, ihre Geschwindigkeit mit 28,51 kn noch einmal zu überbieten. Das Schiff war bei den Passagieren sehr beliebt, da es einen gewissen Luxus und Geschwindigkeit bot.;;;;;;X
9300071name;\n \nMarlene Dietrich Becomes an American Citizen;\n \nMarlene Dietrich Becomes an American Citizen;;;\n \nMarlene Dietrich wird US-Staatsbürgerin;;;;;;X
9300071desc;In the Berlin of the 1920s, Marlene Dietrich acted on the stage and in silent films. Her performance as 'Lola-Lola' in The Blue Angel, directed by Josef von Sternberg, brought her international fame and provided her a contract with Paramount Pictures in the US. Hollywood films such as Shanghai Express and Desire capitalised on her glamour and exotic looks, cementing her stardom and making her one of the highest-paid actresses of the era. In 1935, Adolf Hitler demanded that the famous German actress return to the Fatherland. Officials of the NSDAP approached Dietrich and offered her lucrative contracts, should she agree to return to Germany as a foremost film star in the Third Reich. Dietrich, an ardent anti-National Socialist, refused, resulting in all her films being banned from Germany, and applied for US citizenship in 1937. Dietrich was known to have strong political convictions and the mind to speak them. She became an American citizen in 1939 and devoted most of her energy during the war to entertaining Allied troops. She toured the US from January 1942 to September 1943 (appearing before 250,000 troops on the Pacific Coast leg of her tour alone) and it is said that she sold more war bonds than any other star.;In the Berlin of the 1920s, Marlene Dietrich acted on the stage and in silent films. Her performance as 'Lola-Lola' in The Blue Angel, directed by Josef von Sternberg, brought her international fame and provided her a contract with Paramount Pictures in the US. Hollywood films such as Shanghai Express and Desire capitalised on her glamour and exotic looks, cementing her stardom and making her one of the highest-paid actresses of the era. In 1935, Adolf Hitler demanded that the famous German actress return to the Fatherland. Officials of the Nazi party approached Dietrich and offered her lucrative contracts, should she agree to return to Germany as a foremost film star in the Third Reich. Dietrich, an ardent anti-Nazi, refused, resulting in all her films being banned from Germany, and applied for US citizenship in 1937. Dietrich was known to have strong political convictions and the mind to speak them. She became an American citizen in 1939 and devoted most of her energy during the war to entertaining Allied troops. She toured the US from January 1942 to September 1943 (appearing before 250,000 troops on the Pacific Coast leg of her tour alone) and it is said that she sold more war bonds than any other star.;;;Marlene Dietrich begann ihre Karriere als Schauspielerin am Theater und in Stummfilmen in den „goldenen Zwanzigern“ in Berlin. Der Aufstieg zur international berühmten Künstlerin gelang ihr 1930 durch die Hauptrolle in Regisseur Josef von Sternbergs Film Der Blaue Engel. Gemeinsam mit von Sternberg ging sie Anfang der 1930er in die USA, wo sie unter seiner Regie und an der Seite von Gary Cooper das Drama Marokko (1930) drehte, für das sie eine Oscar-Nominierung als beste Hauptdarstellerin erhielt. Mit Filmen wie Shanghai-Express (1932) und Der große Bluff (1939) etablierte sie sich als erster deutscher Filmstar in Hollywood. Während des Nationalsozialismus in Deutschland weigerte sich die Schauspielerin, die NS-Propaganda zu unterstützen. Stattdessen engagierte sie sich während des Zweiten Weltkriegs bei der US-Truppenbetreuung, indem sie für die amerikanischen Soldaten sang und Verwundete in Lazaretten besuchte. Nach Kriegsende wurde ihr die Freiheitsmedaille durch den Präsidenten der Vereinigten Staaten verliehen.;;;;;;X
9300072name;Bomb on Hitler's aircraft;Bomb on Hitler's aircraft;;;Sprengstoffpaket in Hitlers Flugzeug;;;;;;X
9300072desc;On 13 March 1943, Colonel Henning von Tresckow and Lieutenant Fabian von Schlabrendorff planted a bomb on an aircraft that Hitler was to fly between his military headquarters in Rastenburg, East Prussia and Army Group Center Headquarters in Smolensk, USSR. The bomb was a simple one – triggered by a timer fuse, a bottle of acid would break and the acid eat through a wire that held back a hammer that would detonate the bomb. It was adapted from a captured silent British Plastic-C time bomb. They ensured that the bomb (in the shape of two bottles of Cointreau liqueur), was safely taken aboard Hitler's aircraft (A Lufthansa Focke-Wolfe 200 Condor) with Hitler in it. They also waited until the aircraft had flown. However, the bomb did not explode and Hitler arrived safely. Lt. Fabian von Schlabrendorff who retrieved the bombs found that the bomb had remained as it was. The fuse worked, the glass cover was broken, the acid cut down the wire, the little hammer hit the bomb, but the bomb didn't react. This may have been the one flaw in the British C bombs – they sometimes did not explode at low temperatures (as may have been on the flight).;On 13 March 1943, Colonel Henning von Tresckow and Lieutenant Fabian von Schlabrendorff planted a bomb on an aircraft that Hitler was to fly between his military headquarters in Rastenburg, East Prussia and Army Group Center Headquarters in Smolensk, USSR. The bomb was a simple one – triggered by a timer fuse, a bottle of acid would break and the acid eat through a wire that held back a hammer that would detonate the bomb. It was adapted from a captured silent British Plastic-C time bomb. They ensured that the bomb (in the shape of two bottles of Cointreau liqueur), was safely taken aboard Hitler's aircraft (A Lufthansa Focke-Wolfe 200 Condor) with Hitler in it. They also waited until the aircraft had flown. However, the bomb did not explode and Hitler arrived safely. Lt. Fabian von Schlabrendorff who retrieved the bombs found that the bomb had remained as it was. The fuse worked, the glass cover was broken, the acid cut down the wire, the little hammer hit the bomb, but the bomb didn't react. This may have been the one flaw in the British C bombs – they sometimes did not explode at low temperatures (as may have been on the flight).;;;Am 1. April 1942 wurde Tresckow zum Oberst im Generalstab in der Heeresgruppe Mitte ernannt und erhielt am 2. Januar 1943 das Deutsche Kreuz in Gold. In dieser Stellung entwarf er verschiedene Attentatspläne mit der Pistole oder mit Sprengstoff. Zusammen mit Fabian von Schlabrendorff schmuggelte Tresckow am 13. März 1943 ein als Cognacflasche getarntes Sprengstoffpaket in Hitlers Flugzeug - Oberstleutnant Heinz Brandt, ein Begleiter Hitlers, hatte nichtsahnend eingewilligt, den Cognac zu transportieren. Doch die eingeweihten Mitverschwörer in Berlin warteten vergeblich auf die Meldung vom Absturz Hitlers. Das Päckchen mit dem Sprengstoff wurde im Frachtraum des Flugzeuges transportiert, wo es vereiste und der Zündmechanismus versagte.;;;;;;X
